row,chars,conf
6221,"Green Lantern, Legion Flight Ring",🟢
6222,"Saturn Queen, Lightning Lad, Cosmic Boy, Phantom Girl, Brainiac 5",🟢
6223,"Superman, The Flash",🟢
6224,"Supergirl, Lightning Lad, Cosmic Boy",🟢
6225,"Superman, Flash, Wonder Woman, Green Lantern, Hawkman, Starman, Cosmic Boy, Lightning Lad, Saturn Girl",🟢
6226,"Cosmic Boy, Lightning Lad, Saturn Girl, Brainiac 5, Phantom Girl",🟢
6227,"Brainiac, Legion of Super-Heroes",🟢
6228,"Mon-El, Cosmic Boy, Lightning Lass, Brainiac 5",🟢
6229,"Starman, Black Widow, Cosmic Boy",🟢
6230,"Cosmic Boy, Lightning Lad, Saturn Girl, Phantom Girl, Colossal Boy, Shrinking Violet, Brainiac 5",🟢
6231,"Superman, Lightning Lad, Cosmic Boy, Saturn Girl",🟢
6232,"Starman, Dawnstar, Wildfire",🟢
6233,"Legion Lost, Dawnstar",🟢
6234,"Superboy-Prime, Kid Flash, Ravager, Lex Luthor, Wonder Girl, Speedy, Blue Beetle, Booster Gold",🟢
6235,"Legion Lost, Timber Wolf",🟢
6236,"Legion of Super-Heroes, Livewire",🟢
6237,"Legion Lost, Harvest, Timber Wolf, Gates, Tellus, Dawnstar, Wildfire",🟢
6238,"Legion of Super-Heroes, Lightning Lad, Saturn Girl, Phantom Girl, Cosmic Boy",🟢
6239,"Legion Lost, Timber Wolf, Tellus",🟢
6240,"Superman, The Atom, Firestorm",🟢
6241,Aquaman,🟢
6242,"Aquaman, Mera, Green Arrow, Black Canary, Hawkman, Hawkwoman, Atom, Mr. Miracle",🟢
6243,"Aquaman, Black Manta",🟢
6244,"Aquaman, Ocean Master",🟢
6245,"Shazam, Apollo",🟢
6246,"Nightwing, Huntress, Oracle",🟢
6247,"Nightwing, Deathstroke",🟢
6248,"Nightwing, Batgirl",🟢
6249,"Deathstroke, Batman",🟢
6250,"Nightwing, Robin, Batgirl",🟢
6251,"Nightwing, Superman",🟢
6252,"Nightwing, Deadman",🟢
6253,"Nightwing, Batgirl",🟢
6254,"Nightwing, Robin, Batman",🟢
6255,Nightwing,🟢
6256,"Nightwing, Batman",🟢
6257,Nightwing,🟢
6258,"Nightwing, Black Mask",🟢
6259,"Nightwing, Robin",🟢
6260,"Nightwing, Huntress",🟢
6261,"Nightwing, Red Arsenal",🟢
6262,"Nightwing, Deathstroke",🟢
6263,"Nightwing, Robin, Captain Marvel",🟢
6264,"Nightwing, Superman, Batman",🟢
6265,"Nightwing, Deathstroke",🟢
6266,Outsiders,🟢
6267,"Black Lightning, Outsiders",🟢
6268,"Shazam, The Outsiders",🟢
6269,"Arsenal, Speedy, Red Arrow",🟢
6270,"Saddle, Creote, Overtkill, Grunge, Fairchild, Gen13, Burnout, Freefall, Threshold",🟢
6271,"Poison Ivy, Scarecrow, Killer Croc, Harley Quinn",🟢
6272,"Captain Atom, Booster Gold, Fire, Blue Beetle",🟢
6273,"Outsiders, Psymon",🟢
6274,"Nightwing, Starfire, Beast Boy, Raven",🟢
6275,"Batman, Two-Face",🟢
6276,"Batman, Deathstroke",🟢
6277,"Batman, Catwoman, Lex Luthor, Poison Ivy, Two-Face, Harley Quinn, Joker",🟢
6278,"Deadshot, Poison Ivy, Harley Quinn, Cheshire, Count Vertigo",🟢
6279,"Red Arrow, Black Canary, Hawkgirl, Green Lantern, The Flash, Hourman",🟢
6280,"Wonder Woman, Lex Luthor, Cheetah, Giganta, Poison Ivy",🟢
6281,Outsiders,🟢
6282,"Booster Gold, Blue Beetle",🟢
6283,"Suicide Squad, Killer Frost, Plastique, Captain Boomerang",🟢
6284,"Deadshot, Huntress, Scandal Savage, Creote, Black Spider, Ragdoll",🟢
6285,"Catwoman, Poison Ivy",🟢
6286,"The Flash, Captain Cold",🟢
6287,"Black Condor, Veil, Creote",🟢
6288,Oracle,🟢
6289,"Catwoman, Gorilla Grodd",🟢
6290,"The Flash, Booster Gold, Blue Beetle, Checkmate",🟢
6291,"Red Robin, Nightwing",🟢
6292,"Impulse, Adam Strange",🟢
6293,"Impulse, Green Lantern",🟢
6294,"Impulse, Flash, Wonder Woman",🟢
6295,"The Flash, Captain Atom",🟢
6296,"Impulse, Wonder Woman",🟢
6297,"The Flash, Kid Flash, Impulse",🟢
6298,"Impulse, Flash",🟢
6299,Impulse,🟢
6300,"Impulse, Black Canary",🟢
6301,"The Flash, Kid Flash, Impulse, Max Mercury",🟢
6302,Impulse,🟢
6303,"Impulse, Captain Cold",🟢
6304,"Impulse, Poison Ivy, Killer Croc, Grodd",🟢
6305,Impulse,🟢
6306,"The Flash, Impulse",🟢
6307,"Impulse, Kid Flashback",🟢
6308,"The Flash, Batman, Impulse, Superman, Wonder Woman, Green Lantern, Hawkgirl",🟢
6309,"Impulse, Flash, Wonder Woman",🟢
6310,Impulse,🟢
6311,Impulse,🟢
6312,"Superman, Batman, Wonder Woman, Green Lantern",🟢
6313,"Superboy, Starfire, Robin, Aqualad, Speedy, Kid Flash",🟢
6314,"Wonder Girl, Green Lantern, Amethyst, Jinx",🟢
6315,"Superman, Robin, Wonder Woman, Kid Flash, Aqualad",🟢
6316,"Robin, Speedy, Kid Flash, Aqualad, Bumblebee",🟢
6317,"The Flash, Robin, Superboy, Wonder Girl, Impulse, Green Arrow, Speedy, Aqualad",🟢
6318,Unknown,🔴
6319,"Supergirl, Mates, Young Justice",🟢
6320,"Robin, Speedy, Aqualad, Kid Flash, Starfire, Cyborg, Raven, Beast Boy, Wonder Girl",🟢
6321,"Aqualad, Speedy, Red Arrow",🟢
6322,Unknown,🔴
6323,"Robin, Impulse, Superboy, Wonder Girl, Aqualad",🟢
6324,"Superboy, Robin, Wonder Girl, Impulse, Secret",🟢
6325,"Wonder Girl, Zauriel",🟢
6326,"Superboy, Wonder Girl, Impulse, Red Robin, Bunker, Kid Flash, Aqualad, Speedy, Raven, Starfire",🟢
6327,"Batgirl, Beast Boy, Starfire, Cyborg, Raven",🟢
6328,"Superman, Wonder Woman, Batman, Green Lantern, Aquaman, The Flash, Hawkgirl, Martian Manhunter, Green Arrow",🟢
6329,"Speedy, Robin, Kid Flash, Aqualad, Red Arrow",🟢
6330,"Robin, Superboy, Aqualad, Kid Flash, Speedy",🟢
6331,"Superboy, Robin, Impulse, Wonder Girl",🟢
6332,"Robin, Superboy, Impulse, Aqualad, Wonder Girl, Speedy",🟢
6333,"Superman, Booster Gold, Blue Beetle",🟢
6334,"Robin, Kid Flash, Aqualad, Speedy, Menos Uno",🟢
6335,Unknown,🔴
6336,"Superboy, Wonder Girl, Impulse, Robin, Aqualad",🟢
6337,"Superboy, Robin, Aqualad, Kid Flash, Green Arrow, Speedy",🟢
6338,"Kid Flash, Aqualad, Speedy, Robin, Superboy, Secret, Empress, Wonder Girl, Bunker",🟢
6339,"Supergirl, Wonder Girl, Impulse",🟢
6340,"Supergirl, Wonder Girl",🟢
6341,"Lex Luthor, Superman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Aquaman",🟢
6342,"Superboy, Robin, Aqualad, Kid Flash",🟢
6343,"Robin, Green Lantern, Aqualad, Kid Flash",🟢
6344,"Joker, Superman",🟢
6345,"Superboy, Wonder Girl, Impulse, Robin, Secret",🟢
6346,"Superboy, Wonder Girl, Robin, Speedy, Aqualad, Kid Flash, Green Arrow, Black Canary, Zatanna",🟢
6347,"Ray, Kid Flash",🟢
6348,"Spectre, Spoiler",🟢
6349,"Deathstroke, Robin",🟢
6350,"Superman, Robin, Superboy, Wonder Girl, Speedy, Beast Boy, Aqualad",🟢
6351,"Superboy, Robin, Impulse, Wonder Girl, Aqualad, Secret",🟢
6352,"Superman, Green Arrow, Hawkgirl, Wonder Girl, Speedy, Aqualad, Kid Flash",🟢
6353,"Superboy, Power Girl, Impulse, Green Lantern, Aquaman",🟢
6354,"Speedy, Joker's Daughter",🟢
6355,"Empress, Red Arrow, Green Arrow",🟢
6356,Unknown,🔴
6357,"Superman, Wonder Woman, Batman, Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
6358,"Superboy, Arrowette, Secret, Spoiler, Robin, Impulse, Wonder Girl, Aqualad",🟢
6359,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter, Secret Society",🟢
6360,"Slade, Starfire",🟢
6361,"Superboy, Robin, Impulse, Raven",🟢
6362,"Aquaman, Fire",🟢
6363,"Starfire, Red Panzer, Green Lantern, Speedy",🟢
6364,"The Flash, Starfire, Cyborg, Raven, Beast Boy",🟢
6365,"Starfire, Cyborg, Raven, Beast Boy, Robin",🟢
6366,"Nightwing, Starfire, Raven, Cyborg, Beast Boy, Wonder Girl",🟢
6367,"Deathstroke, Nightwing, Starfire, Raven, Cyborg, Beast Boy",🟢
6368,"Slade Wilson, Wonder Girl, Starfire, Raven, Cyborg, Robin, Beast Boy, Kid Flash",🟢
6369,"Starfire, Raven, Robin, Cyborg, Beast Boy, Speedy, Bumble Bee, Aqualad, Wonder Girl",🟢
6370,"Starfire, Aqualad, Red Arrow",🟢
6371,"Raven, Robin, Starfire, Cyborg, Beast Boy, The Flash",🟢
6372,"Nightwing, Starfire, Raven, Cyborg, Beast Boy, Robin",🟢
6373,"Starfire, Cyborg, Beast Boy",🟢
6374,"Starfire, Cyborg, Raven",🟢
6375,"Starfire, Cyborg, Raven, Beast Boy, Robin, Wonder Girl",🟢
6376,"Cyborg, Starfire, Raven, Beast Boy, Robin, Trigon",🟢
6377,"Robin, Starfire, Raven, Cyborg, Beast Boy",🟢
6378,"Deathstroke, Cheshire",🟢
6379,"Wonder Woman, The Titans",🟢
6380,"Wonder Woman, Starfire, Cyborg, Beast Boy, Raven, Robin, Speedy, Kid Flash",🟢
6381,"The Titans, The Uncanny X-Men, Captain America",🟢
6382,"The Titans, Sub-Mariner",🟢
6383,"Starfire, Raven, Cyborg, Beast Boy, Robin, Deathstroke",🟢
6384,"Starfire, Raven, Cyborg, Beast Boy, Robin",🟢
6385,"Nightwing, Starfire, Cyborg, Raven, Beast Boy",🟢
6386,"Starfire, Cheshire",🟢
6387,"Starfire, Raven, Cyborg, Beast Boy, Robin",🟢
6388,"Fantastic Four, Ghost Rider, Captain America, Sub-Mariner",🟢
6389,"Slade Wilson, Wonder Woman, Starfire",🟢
6390,"Joker, Titans",🟢
6391,"Starfire, Cyborg, Raven, Robin, Beast Boy, Wonder Girl, Speedy",🟢
6392,"Cyborg, Starfire, Raven, Beast Boy, Robin, Wonder Girl",🟢
6393,"Raven, Starfire, Robin, Cyborg, Beast Boy",🟢
6394,"Cyborg, Raven, Starfire, Robin, Beast Boy",🟢
6395,"Cyborg, Raven, Starfire, Robin, Beast Boy",🟢
6396,"Raven, Starfire, Robin, Beast Boy, Cyborg",🟢
6397,"Starfire, Raven, Robin, Cyborg, Beast Boy",🟢
6398,"Slade Wilson, Beast Boy",🟢
6399,Starfire,🟢
6400,"Nightwing, Starfire, Cyborg, Raven, Beast Boy",🟢
6401,"Starfire, Nightwing",🟢
6402,"Starfire, Cyborg, Raven, Beast Boy, Robin",🟢
6403,"Starfire, Red Arrow",🟢
6404,"Starfire, Raven",🟢
6405,"Starfire, Speedy",🟢
6406,"Superman, Wonder Woman, The Flash, Batman, Aquaman",🟢
6407,"Robin, Starfire, Raven, Beast Boy, Cyborg, Kid Flash",🟢
6408,"Robin, Superboy, Aqualad, Kid Flash, Speedy, Starfire, Raven, Cyborg, Beast Boy, Deathstroke, Slade",🟢
6409,"Robin, Superboy",🟢
6410,"Beast Boy, Gar Logan",🟢
6411,"Starfire, Raven, Cyborg, Beast Boy, Robin",🟢
6412,"Superboy, Wonder Girl, Robin, Aqualad, Kid Flash",🟢
6413,"Kid Flash, Slade, Starfire, Beast Boy, Cyborg, Raven",🟢
6414,"Batman, Robin",🟢
6415,"Robin, Starfire, Raven, Beast Boy, Cyborg",🟢
6416,"Robin, Starfire, Raven, Beast Boy, Cyborg, Speedy",🟢
6417,"Superboy, Wonder Girl, Kid Flash, Aqualad, Robin",🟢
6418,"Robin, Cyborg, Raven, Beast Boy",🟢
6419,"Aqualad, Speedy, Doctor Light, Beast Boy, Cyborg",🟢
6420,"Starfire, Speedy, Raven, Cyborg, Beast Boy",🟢
6421,"Superboy, Starfire, Raven, Beast Boy, Cyborg, Robin",🟢
6422,"Robin, Superboy, Kid Flash, Aqualad, Speedy, Bumblebee, Beast Boy",🟢
6423,"Kid Flash, Mas y Menos",🟢
6424,"Starfire, Cyborg, Beast Boy, Raven, Robin",🟢
6425,"Beast Boy, Raven, Cyborg, Starfire, Robin",🟢
6426,"Raven, Beast Boy, Cyborg, Starfire, Robin, Silkie",🟢
6427,Red Hulk,🟢
6428,"Robin, Starfire, Raven, Beast Boy, Cyborg",🟢
6429,"Superboy, Wonder Girl, Starfire, Aqualad, Kid Flash",🟢
6430,"Robin, Starfire, Raven, Cyborg, Beast Boy",🟢
6431,"Raven, Starfire, Beast Boy, Cyborg, Robin",🟢
6432,"Starfire, Nightwing, Raven, Speedy, Aqualad",🟢
6433,"Robin, Aqualad, Kid Flash, Speedy",🟢
6434,Aqualad,🟢
6435,"Robin, Speedy, Aqualad, Kid Flash, Aqualad, Speedy",🟢
6436,"Kid Flash, Speedy",🟢
6437,"Wonder Girl, Starfire",🟢
6438,"Robin, Starfire, Raven, Cyborg",🟢
6439,"Robin, Kid Flash, Aqualad, Speedy",🟢
6440,"James T. Kirk, Spock, Pavel Chekov, Uhura",🟢
6441,"James T. Kirk, Spock",🟢
6442,Unknown,🔴
6443,Unknown,🔴
6444,"Captain Janeway, Captain Picard, Commander Riker, Counselor Troi",🟢
6445,"Worf, Klingon Warrior",🟢
6446,"Jean-Luc Picard, Seven of Nine",🟢
6447,"Jean-Luc Picard, Seven of Nine",🟢
6448,Unknown,🔴
6449,Unknown,🔴
6450,Unknown,🔴
6451,"James T. Kirk, Spock, Leonard McCoy, Scotty, Uhura, Chekov, Sulu",🟢
6452,"James T. Kirk, Spock, Jean-Luc Picard, Data, Worf, Seven of Nine, Chakotay",🟢
6453,"Captain Jean-Luc Picard, William T. Riker, Beverly Crusher, Worf",🟢
6454,"James T. Kirk, Spock, Leonard McCoy",🟢
6455,"Khan Noonien Singh, James T. Kirk",🟢
6456,"James T. Kirk, Spock",🟢
6457,"Captain Jean-Luc Picard, Spock, Data",🟢
6458,Unknown,🔴
6459,Jean-Luc Picard,🟢
6460,"Captain Jean-Luc Picard, Commander William Riker, Counselor Deanna Troi, Lieutenant Worf",🟢
6461,"William Riker, Jean-Luc Picard, Data, Worf",🟢
6462,"Spock, James T. Kirk, Uhura",🟢
6463,Unknown,🔴
6464,"James T. Kirk, Spock, Leonard McCoy, Montgomery Scott, Uhura, Worf, Seven of Nine",🟢
6465,"Data, Q",🟢
6466,"Kira, Gowron, Spock, Quark",🟢
6467,Data,🟢
6468,Jean-Luc Picard,🟢
6469,"Khan Noonien Singh, Klingon Warrior",🟢
6470,"Seven of Nine, Worf",🟢
6471,Unknown,🔴
6472,B'Elanna Torres,🟢
6473,"Jean-Luc Picard, Data, Worf",🟢
6474,Klingon Warrior (Defiant crew member),🟢
6475,"Spock, Spock",🟢
6476,Unknown,🔴
6477,"Captain Kirk, Spock, Dr. McCoy, Scotty",🟢
6478,Unknown,🔴
6479,"Seven of Nine, B'Elanna Torres",🟢
6480,"Seven of Nine, Chakotay",🟢
6481,"Seven of Nine, Chakotay",🟢
6482,Spock,🟢
6483,"Klingons, Krell, Qu'Vara",🟢
6484,Captain Jean-Luc Picard,🟢
6485,Jean-Luc Picard,🟢
6486,"Michael Burnham, Spock",🟢
6487,"Worf, Jean-Luc Picard, William Riker",🟢
6488,"Kol, B'Elanna Torres",🟢
6489,Q,🟢
6490,"Captain Janeway, B'Elanna Torres, Seven of Nine, Chakotay",🟢
6491,Unknown,🔴
6492,Gorn,🟢
6493,"Jean-Luc Picard, Data",🟢
6494,"James T. Kirk, Spock, McCoy, Scotty",🟢
6495,"Captain Jean-Luc Picard, Commander William Riker, Counselor Deanna Troi, Lieutenant Worf",🟢
6496,"Worf, Captain Picard, Data, B'Elanna Torres",🟢
6497,"Commander Riker, Data, Worf",🟢
6498,"Janeway, Chakotay, Seven of Nine, Picard",🟢
6499,"Captain Janeway, Captain Picard, Data, Worf",🟢
6500,"Worf, Klingon Warrior",🟢
6501,"Jean-Luc Picard, Seven of Nine",🟢
6502,"Captain Jean-Luc Picard, Commander William Riker",🟢
6503,Tasha Yar,🟢
6504,"Captain Kirk, Counselor Trask",🟢
6505,"Data, Q",🟢
6506,"Spock, Data, Deanna Troi",🟢
6507,"Geordi La Forge, Dr. Beverly Crusher, Wesley Crusher",🟢
6508,"William Riker, Jean-Luc Picard",🟢
6509,"Worf, Riker",🟢
6510,"Captain Jean-Luc Picard, Commander William Riker, Lieutenant Worf",🟢
6511,"Jean-Luc Picard, Data",🟢
6512,"Captain Jean-Luc Picard, William Riker",🟢
6513,"Captain Jean-Luc Picard, Commander William T. Riker",🟢
6514,Unknown,🔴
6515,Unknown,🔴
6516,"Jean-Luc Picard, William Riker, Data, Geordi La Forge, Worf, Deanna Troi, Beverly Crusher",🟢
6517,"Captain Jean-Luc Picard, Data",🟢
6518,"Jean-Luc Picard, William Riker, Deanna Troi, Guinan",🟢
6519,"Data, Data",🟢
6520,"Beverly Crusher, Jean-Luc Picard, William Riker, Deanna Troi",🟢
6521,Unknown,🔴
6522,Unknown,🔴
6523,Unknown,🔴
6524,"James T. Kirk, Spock, Leonard McCoy, Montgomery Scott, Nyota Uhura",🟢
6525,"Spock, James T. Kirk",🟢
6526,"Benjamin Sisko, Kira Nerys, Odo, Julian Bashir, Miles O'Brien, Jadzia Dax, Quark",🟢
6527,"Kira Nerys, Benjamin Sisko",🟢
6528,Worf,🟢
6529,Unknown,🔴
6530,Unknown,🔴
6531,"Odo, Garak",🟢
6532,Jean-Luc Picard,🟢
6533,Jean-Luc Picard,🟢
6534,"Jean-Luc Picard, Seven of Nine, Raffi Musiker",🟢
6535,"Jean-Luc Picard, Beverly Crusher",🟢
6536,"Captain Jean-Luc Picard, Seven of Nine",🟢
6537,"Burnham, Lorca, Saru, Stamets",🟢
6538,"Captain Janeway, Seven of Nine",🟢
6539,"Spock, Michael Burnham, Book, Stamets, Adira, Gray Tal",🟢
6540,"Seven of Nine, Captain Janeway",🟢
6541,"Captain Kathryn Janeway, Seven of Nine",🟢
6542,"Captain Janeway, Seven of Nine",🟢
6543,"Seven of Nine, Chakotay, B'Elanna Torres, Harry Kim, Tom Paris, Neelix",🟢
6544,"Spock, Captain Kirk, Starfleet Officers",🟢
6545,"Spock, Kirk, Legion of Super-Heroes",🟢
6546,"Klingons, Romulans, Legion of Super-Heroes members",🟢
6547,Unknown,🔴
6548,"James T. Kirk, Spock, Leonard McCoy, Nyota Uhura, Montgomery Scott",🟢
6549,"Captain Jean-Luc Picard, Commander William Riker",🟢
6550,Unknown,🔴
6551,Unknown,🔴
6552,Odo,🟢
6553,"Worf, Alexander Rozhenko, Curzon Dax, Jadzia Dax",🟢
6554,"Monkey King, The Monkey Xing",🟢
6555,"Ed Mercer, Gordon Mallory, Claire Finn, Alara Kitan, Isaac, Kelly Grayson, John LaMarr",🟢
6556,"Captain Mercer, Lieutenant Commander Krill",🟢
6557,"Ed Mercer, Gordon Mallory, Claire Finn, Bortus, Isaac, Kelly Grayson, John LaMarr",🟢
6558,"Captain Mercer, Lieutenant Commander Grayson",🟢
6559,"Ed Mercer, Kelly Grayson, Isaac, Claire Finn, Bortus, John LaMarr, Gordon Mallory",🟢
6560,"Captain Mercer, Lieutenant Malloy",🟢
6561,"Ed Mercer, Gordon Mallory, Claire Finn, Isaac, Alara Kitan, John LaMarr",🟢
6562,"Captain Mercer, Lieutenant Lamarr",🟢
6563,Optimus Prime,🟢
6564,Optimus Prime,🟢
6565,"Optimus Prime, Megatron",🟢
6566,Optimus Prime,🟢
6567,"Bumblebee, Starscream, Megatron",🟢
6568,Unknown,🔴
6569,"Captain Jean-Luc Picard, Data, Counselor Deanna Troi",🟢
6570,Klingons,🟢
6571,"Superman, Wonder Woman, Batman, Aquaman",🟢
6572,"The Flash, Cyborg, Starfire, Raven, Speedy, Wonder Girl",🟢
6573,Green Arrow,🟢
6574,"Jessica Cruz, Hal Jordan",🟢
6575,Batman,🟢
6576,Supergirl,🟢
6577,Red Hood,🟢
6578,Blue Beetle,🟢
6579,"Wonder Woman, Superman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
6580,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
6581,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg, Hawkgirl",🟢
6582,The Wildstorm,🟢
6583,Green Arrow,🟢
6584,Rogues Gallery,🟢
6585,"Deadshot, Poison Ivy, Black Manta",🟢
6586,"Batman, Joker",🟢
6587,"Superman, Batman, Kon-El, Arrowette",🟢
6588,"Superman, Wonder Woman, The Flash, Aquaman, Green Lantern, Cyborg",🟢
6589,"Superman, Wonder Woman, Batman",🟢
6590,"Superman, Wonder Woman, Batman",🟢
6591,"Superman, Batman, Kon-El, Arrowette",🟢
6592,"Superman, Wonder Woman, Flash, Green Lantern",🟢
6593,"Superman, Wonder Woman, Flash, Green Lantern",🟢
6594,"Superman, Wonder Woman, Batman",🟢
6595,"Superman, Wonder Woman, The Flash",🟢
6596,Unknown,🔴
6597,"Superman, Wonder Woman, The Flash, Green Lantern, Aquaman, Hawkgirl",🟢
6598,"Lex Luthor, Batman",🟢
6599,"Superman, Batman, Lex Luthor, Wonder Woman, Cyborg, The Flash",🟢
6600,Nightwing,🟢
6601,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkman, Cyborg, Deathstroke, Sinestro, Grundy",🟢
6602,"Deadshot, Captain Boomerang, Clayface, Harley Quinn",🟢
6603,"Cyborg, Harley Quinn, Deadshot, King Shark",🟢
6604,"Killer Frost, Captain Cold, Heat Wave",🟢
6605,"Zatanna, Animal Man, Vixen",🟢
6606,"Black Adam, Green Lantern, The Flash",🟢
6607,"Darkseid, Superman",🟢
6608,"The Flash, Grodd",🟢
6609,"Deadshot, Harley Quinn, Captain Boomerang, Killer Frost, Slipknot",🟢
6610,"Deathstroke, A.R.G.U.S",🟢
6611,"Doctor Light, A.R.G.U.S",🟢
6612,"Red Hood, Starfire",🟢
6613,"Harley Quinn, Deadshot",🟢
6614,Grayson,🟢
6615,"Aquaman, Mera, Black Manta, Ocean Master, Tula",🟢
6616,"Superman, Wonder Woman",🟢
6617,"Huntress, Power Girl",🟢
6618,"Superman, Wonder Woman, Batman",🟢
6619,"Black Canary, Starling, Poison Ivy",🟢
6620,"Batman, Superman",🟢
6621,Batman,🟢
6622,"Batgirl, Spoiler, Orphan, Black Bat",🟢
6623,"Cyborg, Starfire",🟢
6624,"Legion of Super-Heroes, Element Lad",🟢
6625,"Superman, Batman, The Flash, Wonder Woman, Red Arrow",🟢
6626,Etrigan the Demon,🟢
6627,Supergirl,🟢
6628,"Batman, Robin, Batgirl",🟢
6629,Nightwing,🟢
6630,"Starfire, Arsenal, Red Hood",🟢
6631,"Constantine, Justice League Dark",🟢
6632,"Shazam, Superman, Batman, Wonder Woman, The Flash, Green Lantern, Aquaman, Cyborg",🟢
6633,Batgirl,🟢
6634,Green Lantern,🟢
6635,Batwing,🟢
6636,Aquaman,🟢
6637,Catwoman,🟢
6638,The Flash,🟢
6639,"Deadshot, Harley Quinn, King Shark, Captain Boomerang, Enchantress",🟢
6640,"Voodoo, Primal Force",🟢
6641,Animal Man,🟢
6642,"Superman, Swamp Thing",🟢
6643,"Superman, Green Lantern, Batman, Supergirl",🟢
6644,"Batman, Batman (alternate version)",🟢
6645,"The Joker, Harley Quinn, King Shark, Poison Ivy",🟢
6646,"Darkseid, Superman",🟢
6647,"Convergence, Deimos",🟢
6648,"Superman, Darkseid, Wonder Woman, Aquaman, Batman, Green Lantern, The Flash, Hawkgirl",🟢
6649,"Superman, Batman, Wonder Woman, Flash, Green Lantern, Aquaman, Cyborg, Shazam, Green Arrow, Hawkgirl, Darkseid",🟢
6650,"Superman, The Flash, Wonder Woman, Green Lantern, Aquaman",🟢
6651,Batgirl,🟢
6652,"Batman, Batman",🟢
6653,"Superman, Kilowog, Fatality",🟢
6654,"Nightwing, Oracle",🟢
6655,"Batman, Robin, Deathstroke",🟢
6656,"Batman, Robin, Lobo",🟢
6657,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
